unit_no,RUL_pred05,RUL_pred5,RUL_pred95,RUL_true
30.0,95.50456,143.34685,186.46687,191.0
30.0,69.49974,153.42781,190.0018,190.0
30.0,78.84751,127.04851,184.61823,189.0
30.0,68.31043,125.034485,165.56891,188.0
30.0,75.49351,129.9824,186.58907,187.0
30.0,81.125946,140.11952,176.00783,186.0
30.0,80.178116,150.70575,204.43663,185.0
30.0,82.65651,141.63922,201.68466,184.0
30.0,79.918465,154.73625,205.46205,183.0
30.0,79.032196,130.84883,165.62762,182.0
30.0,78.40423,117.609604,172.05602,181.0
30.0,80.9874,136.72173,168.61935,180.0
30.0,76.060265,125.48665,190.99553,179.0
30.0,81.16074,139.11919,193.52263,178.0
30.0,81.62249,152.44055,188.92783,177.0
30.0,71.75943,124.789024,160.95482,176.0
30.0,73.61122,131.25313,158.36578,175.0
30.0,90.455376,142.95877,156.91702,174.0
30.0,71.24838,130.36404,186.74106,173.0
30.0,66.64645,138.23003,139.7799,172.0
30.0,82.39034,129.20276,161.27548,171.0
30.0,67.68791,122.67314,173.68475,170.0
30.0,75.737,134.0937,161.85999,169.0
30.0,85.27045,135.75322,211.77199,168.0
30.0,74.10825,127.44245,176.55418,167.0
30.0,80.71737,134.53325,171.59068,166.0
30.0,75.06513,142.06955,180.98549,165.0
30.0,72.866035,134.39763,192.04633,164.0
30.0,75.38992,138.33965,173.73814,163.0
30.0,81.22723,133.21013,166.08926,162.0
30.0,79.73459,136.95956,161.37263,161.0
30.0,78.53222,131.11713,201.28754,160.0
30.0,73.853714,141.03055,180.11331,159.0
30.0,52.7853,132.28696,172.72067,158.0
30.0,66.21168,134.33282,163.88095,157.0
30.0,75.98131,127.52779,171.127,156.0
30.0,89.69814,133.17586,166.8465,155.0
30.0,61.041405,140.44142,173.07014,154.0
30.0,78.61075,129.71954,164.4953,153.0
30.0,68.9027,137.08952,181.00215,152.0
30.0,61.90815,128.99419,170.42468,151.0
30.0,63.188698,122.42564,137.48387,150.0
30.0,75.41351,117.13746,161.692,149.0
30.0,71.52381,128.54512,169.19777,148.0
30.0,78.15885,117.04786,188.3007,147.0
30.0,66.57004,106.99388,166.24203,146.0
30.0,66.04604,82.44817,133.81537,145.0
30.0,57.75547,111.078926,138.61557,144.0
30.0,57.753742,103.16738,141.13213,143.0
30.0,57.129993,115.11032,150.40941,142.0
30.0,68.49211,103.23799,183.50114,141.0
30.0,56.241085,95.904785,153.05655,140.0
30.0,60.22665,102.59678,161.40831,139.0
30.0,70.08979,117.51089,163.70708,138.0
30.0,71.340096,97.21717,157.16693,137.0
30.0,68.00272,99.71522,114.25804,136.0
30.0,62.286327,96.77918,125.72974,135.0
30.0,56.74505,95.30774,144.02264,134.0
30.0,53.38501,102.24799,140.01479,133.0
30.0,60.99488,105.99942,160.78842,132.0
30.0,59.42968,110.754715,140.69925,131.0
30.0,65.507286,93.0539,130.10681,130.0
30.0,53.13935,96.61096,134.63152,129.0
30.0,57.30273,106.5711,143.26137,128.0
30.0,54.06578,109.69814,155.35149,127.0
30.0,46.30215,86.18209,107.99925,126.0
30.0,56.894646,95.00048,137.12787,125.0
30.0,63.660923,107.45918,144.11395,124.0
30.0,73.671646,81.14798,151.44362,123.0
30.0,69.19106,105.98331,83.47679,122.0
30.0,70.46982,111.82586,129.45735,121.0
30.0,59.0475,102.50835,131.12032,120.0
30.0,58.655025,83.50802,115.46528,119.0
30.0,53.554863,102.30896,131.43568,118.0
30.0,64.65986,109.02705,114.5687,117.0
30.0,71.592804,109.987625,169.77136,116.0
30.0,55.54494,112.63166,138.36412,115.0
31.0,91.59493,113.09772,199.6051,173.0
31.0,104.34594,137.39859,187.74666,172.0
31.0,98.47607,128.92406,175.45029,171.0
31.0,81.10028,124.64443,213.33185,170.0
31.0,96.11099,122.898735,212.4264,169.0
31.0,91.11812,125.7299,182.6918,168.0
31.0,98.8492,132.8554,194.07675,167.0
31.0,107.04502,121.13972,166.6255,166.0
31.0,99.08712,126.271935,212.40614,165.0
31.0,99.13648,138.7396,172.11316,164.0
31.0,98.55004,129.63281,175.66862,163.0
31.0,97.039536,121.49245,208.48122,162.0
31.0,91.82038,129.52495,198.38203,161.0
31.0,91.77915,131.99281,176.46541,160.0
31.0,92.10219,136.9766,229.3402,159.0
31.0,89.117096,130.69373,182.49814,158.0
31.0,98.648125,127.63336,175.69814,157.0
31.0,98.02575,139.03802,170.28706,156.0
31.0,99.80821,134.15262,179.63097,155.0
31.0,100.50601,134.41412,201.19931,154.0
31.0,101.481155,130.7554,194.18318,153.0
31.0,107.088776,141.4371,190.56038,152.0
31.0,94.807465,120.40861,216.05167,151.0
31.0,80.571144,111.58623,194.89671,150.0
31.0,87.47608,125.32003,195.3115,149.0
31.0,84.25722,120.76362,176.8024,148.0
31.0,82.25125,113.53054,182.62508,147.0
31.0,75.92706,123.44443,178.86353,146.0
31.0,85.68546,115.00187,181.78897,145.0
31.0,86.05424,107.77879,209.5716,144.0
31.0,75.402214,109.38955,183.59544,143.0
31.0,78.25341,106.41387,175.1923,142.0
31.0,84.29368,111.050476,183.6838,141.0
31.0,82.7457,101.674995,183.01497,140.0
31.0,71.646904,107.31762,204.12755,139.0
31.0,83.53125,105.98023,157.10136,138.0
31.0,78.376785,103.284195,194.9799,137.0
31.0,72.58759,103.48309,179.85631,136.0
31.0,79.80144,98.93383,150.80536,135.0
31.0,83.65256,111.60312,170.77003,134.0
31.0,77.02766,108.32848,177.62856,133.0
31.0,82.54629,117.05182,184.47296,132.0
31.0,83.05487,91.41186,157.27397,131.0
31.0,72.44763,108.79065,162.5371,130.0
31.0,69.5649,98.66698,177.19078,129.0
31.0,83.82046,113.525276,188.10814,128.0
31.0,72.04695,111.39606,190.71707,127.0
31.0,74.50031,106.4609,179.49689,126.0
31.0,72.00673,111.453094,190.58926,125.0
31.0,76.62037,107.35471,196.79831,124.0
31.0,87.46284,119.99589,176.5422,123.0
31.0,72.8148,109.65467,172.41592,122.0
31.0,71.39458,123.95924,174.4196,121.0
31.0,81.343895,104.11833,158.0971,120.0
31.0,86.40913,126.75144,202.01479,119.0
31.0,81.82338,114.070045,197.38605,118.0
31.0,80.813446,119.10643,189.57002,117.0
31.0,84.40937,112.38633,160.71448,116.0
31.0,82.77353,110.91842,186.82687,115.0
31.0,76.52449,109.33669,172.8369,114.0
31.0,65.022675,107.641945,169.98189,113.0
31.0,70.091644,98.268715,146.47913,112.0
31.0,75.48652,112.646614,172.00578,111.0
31.0,64.11133,88.3267,182.34627,110.0
31.0,73.237656,105.635666,150.88979,109.0
31.0,50.973907,101.41881,117.77064,108.0
31.0,65.83298,102.239845,180.37697,107.0
31.0,72.35317,97.27456,175.4615,106.0
31.0,50.63205,115.48862,158.20349,105.0
31.0,71.04526,111.22443,150.82124,104.0
31.0,65.90812,97.82332,161.36314,103.0
31.0,69.56912,98.61584,152.0678,102.0
31.0,63.98498,111.541214,150.1803,101.0
31.0,54.753033,92.79429,154.33836,100.0
31.0,66.57511,83.77452,152.50307,99.0
31.0,69.32568,97.95387,148.98903,98.0
31.0,71.33408,92.805016,158.09766,97.0
31.0,48.669857,82.0614,152.1698,96.0
31.0,72.96829,82.62962,142.95757,95.0
31.0,66.58566,100.52349,158.92386,94.0
31.0,62.989716,101.05219,159.04779,93.0
31.0,79.89028,106.78784,161.9439,92.0
31.0,67.07098,97.67441,129.10332,91.0
31.0,69.68797,107.13472,142.75867,90.0
31.0,74.49404,102.06017,118.357895,89.0
31.0,81.34509,93.95285,163.19102,88.0
31.0,65.088104,97.54913,178.45775,87.0
31.0,67.166985,95.89802,154.20767,86.0
31.0,64.167946,99.0231,135.21346,85.0
31.0,50.034138,90.44486,126.30267,84.0
31.0,74.754196,91.85459,137.72081,83.0
31.0,54.02902,77.5081,146.27678,82.0
31.0,71.05589,85.98281,121.77024,81.0
31.0,73.24922,71.39083,172.32503,80.0
31.0,61.086338,89.554474,180.6157,79.0
31.0,50.237827,92.392845,143.06155,78.0
31.0,55.890656,92.841446,154.5264,77.0
31.0,67.50312,109.34309,160.60867,76.0
31.0,57.042065,82.807724,113.11171,75.0
31.0,65.4515,93.530266,133.87325,74.0
31.0,59.242924,87.50831,144.29637,73.0
31.0,94.85528,84.71605,129.82097,72.0
31.0,52.85668,76.55095,133.48482,71.0
31.0,54.463696,83.03914,159.01125,70.0
31.0,43.1086,76.64987,116.93085,69.0
31.0,44.128155,80.028725,124.2697,68.0
31.0,55.19976,78.590546,139.25227,67.0
31.0,39.930363,57.515163,114.39325,66.0
31.0,59.818874,61.801037,160.40514,65.0
31.0,52.490063,65.9117,100.063614,64.0
31.0,56.729504,73.31792,125.41715,63.0
31.0,64.40313,86.795166,146.98074,62.0
31.0,51.433487,73.84272,138.65758,61.0
31.0,42.94472,62.768307,107.760376,60.0
31.0,79.28996,75.268845,148.46088,59.0
31.0,53.26625,80.465836,94.411316,58.0
31.0,49.157116,69.89341,106.40931,57.0
31.0,45.848408,74.8845,119.97391,56.0
31.0,35.785915,52.225334,98.791466,55.0
31.0,39.47109,50.743744,80.02322,54.0
31.0,43.9259,55.126312,102.14744,53.0
31.0,48.53446,66.188576,124.33384,52.0
31.0,49.187973,62.567005,107.741844,51.0
31.0,48.340397,51.130657,96.822,50.0
31.0,33.22646,31.07412,78.54108,49.0
31.0,39.480484,43.634487,79.438576,48.0
31.0,33.63683,52.181896,92.05925,47.0
31.0,38.3512,42.87711,68.37685,46.0
31.0,43.764076,59.034542,61.239166,45.0
31.0,47.996635,52.050488,71.30417,44.0
31.0,43.422688,56.24637,82.50186,43.0
31.0,34.679253,40.304035,57.400097,42.0
31.0,22.690037,40.317375,62.819313,41.0
31.0,18.768478,38.735,61.777924,40.0
31.0,25.864264,35.632156,64.87831,39.0
31.0,36.816437,43.46246,56.29041,38.0
31.0,28.325592,37.12469,69.953156,37.0
31.0,24.108744,33.445065,59.76382,36.0
31.0,22.502638,41.19944,53.767933,35.0
31.0,29.55337,43.500774,51.464626,34.0
31.0,24.393034,39.566437,45.089275,33.0
31.0,40.710915,40.514557,54.528748,32.0
31.0,38.51152,32.572952,74.459625,31.0
31.0,35.32067,44.127815,70.764534,30.0
31.0,34.22436,40.695232,59.198547,29.0
31.0,25.901659,44.07088,44.22218,28.0
31.0,18.848701,31.632578,50.63404,27.0
31.0,23.627983,27.444742,50.121418,26.0
31.0,19.350714,24.943365,36.348305,25.0
31.0,12.16378,18.85401,28.773457,24.0
31.0,7.1686177,26.355778,34.559727,23.0
31.0,2.513934,20.885223,29.523806,22.0
31.0,6.762913,16.070175,29.783808,21.0
31.0,9.697541,15.21257,29.149986,20.0
31.0,8.393248,17.289454,32.5934,19.0
31.0,10.417365,14.384465,32.837524,18.0
31.0,3.1433816,18.316675,32.22432,17.0
31.0,13.766646,19.080236,27.637749,16.0
31.0,15.308616,17.181513,23.61022,15.0
31.0,6.649304,18.369465,23.684538,14.0
31.0,11.879032,19.088203,24.5417,13.0
31.0,8.563929,24.503286,28.86404,12.0
31.0,6.443975,21.136955,21.46078,11.0
31.0,5.04602,4.9550066,16.851536,10.0
31.0,5.363529,10.553678,17.332819,9.0
31.0,5.9999485,11.746084,23.230045,8.0
32.0,108.2699,163.04404,200.95499,162.0
32.0,114.55054,152.62086,203.55042,161.0
32.0,107.64379,170.53494,201.61525,160.0
32.0,121.14225,168.39592,201.76382,159.0
32.0,106.98154,166.26245,198.88882,158.0
32.0,113.24026,153.42877,201.47163,157.0
32.0,106.661766,157.12755,204.69908,156.0
32.0,115.96484,171.05223,195.27338,155.0
32.0,105.72857,170.6842,231.90416,154.0
32.0,112.117805,172.1859,207.84746,153.0
32.0,112.86553,179.74124,170.25005,152.0
32.0,117.031166,168.31,196.34271,151.0
32.0,120.29034,171.37952,208.20265,150.0
32.0,112.69317,168.15836,194.37634,149.0
32.0,116.36346,168.12326,203.04973,148.0
32.0,112.69639,177.60388,200.50587,147.0
32.0,107.32202,176.57167,170.75797,146.0
32.0,97.7033,159.63408,155.84071,145.0
32.0,118.73508,169.68712,179.42967,144.0
32.0,106.66643,171.53517,221.84364,143.0
32.0,112.56852,176.20541,181.81195,142.0
32.0,116.02578,177.33272,183.24683,141.0
32.0,104.21927,172.31529,210.35393,140.0
32.0,108.993866,184.4506,184.47516,139.0
32.0,124.201805,182.82808,161.59933,138.0
32.0,108.04153,180.49081,192.1183,137.0
32.0,107.05819,171.6874,212.55695,136.0
32.0,107.48078,164.92226,170.32736,135.0
32.0,115.49043,166.30765,167.53041,134.0
32.0,111.178795,172.91202,153.99068,133.0
32.0,116.70751,172.82072,184.40688,132.0
32.0,112.44668,175.63812,159.56651,131.0
32.0,108.7003,167.82721,202.3198,130.0
32.0,112.77097,155.1195,201.39212,129.0
32.0,107.04307,172.85487,183.70723,128.0
32.0,112.091415,165.40837,199.46918,127.0
32.0,111.56634,152.6281,185.6282,126.0
32.0,106.65267,160.01224,197.46945,125.0
32.0,107.18123,149.4489,179.6658,124.0
32.0,107.49767,153.3532,176.04295,123.0
32.0,106.70727,140.99605,171.92763,122.0
32.0,104.95088,142.78174,202.8122,121.0
32.0,94.45592,149.50723,219.52463,120.0
32.0,111.28301,142.35817,180.99068,119.0
32.0,105.82073,138.62366,151.35675,118.0
32.0,114.34195,143.20744,178.30238,117.0
32.0,104.92643,154.74657,176.88095,116.0
32.0,109.3644,156.12643,162.88844,115.0
32.0,111.76512,135.69627,151.42328,114.0
32.0,103.40671,161.0677,178.89662,113.0
32.0,113.30004,155.11539,169.87772,112.0
32.0,116.970764,147.76358,173.43028,111.0
32.0,110.44032,155.56694,192.35428,110.0
32.0,106.93904,141.99168,173.4646,109.0
32.0,101.425415,138.26862,129.51164,108.0
32.0,106.32894,145.34694,149.7891,107.0
32.0,111.13679,152.65309,173.53879,106.0
32.0,102.235466,145.60216,147.0564,105.0
32.0,135.46664,154.61336,158.5708,104.0
32.0,101.23382,148.25496,176.27917,103.0
32.0,109.32659,142.69885,196.47725,102.0
32.0,96.42931,133.39474,121.13817,101.0
32.0,104.187935,127.44873,149.91011,100.0
32.0,93.284706,137.64363,139.80301,99.0
32.0,103.88771,127.77229,150.92488,98.0
32.0,94.2918,121.39971,153.52852,97.0
32.0,95.4056,136.54268,177.88913,96.0
32.0,95.05638,138.41882,141.06033,95.0
32.0,99.03499,132.7563,162.4415,94.0
32.0,109.629814,121.01708,123.89381,93.0
32.0,92.93754,103.741875,151.68222,92.0
32.0,91.44549,111.72956,152.22942,91.0
32.0,94.85022,106.261475,142.5167,90.0
32.0,75.135254,118.88293,159.49936,89.0
32.0,83.43404,98.79714,120.720535,88.0
32.0,72.61719,100.84715,143.04906,87.0
32.0,78.65018,92.63253,122.55585,86.0
32.0,85.90606,88.96239,75.42653,85.0
32.0,82.733154,69.57836,123.77815,84.0
32.0,90.10027,79.49831,91.17103,83.0
32.0,86.16071,89.34878,150.93736,82.0
32.0,70.56911,77.438,112.498604,81.0
32.0,79.31131,76.85901,104.283295,80.0
32.0,81.888306,98.3091,103.18897,79.0
32.0,82.801346,98.03798,89.54768,78.0
32.0,86.7832,94.19621,117.05495,77.0
32.0,92.03358,107.54685,105.97294,76.0
32.0,84.75151,93.970345,103.748695,75.0
32.0,95.65852,97.36445,131.53285,74.0
32.0,81.36179,90.84,92.903275,73.0
32.0,79.95145,80.72655,111.082184,72.0
32.0,68.38845,90.09016,95.693504,71.0
32.0,76.64345,98.91693,98.98058,70.0
32.0,80.36384,97.13456,90.77216,69.0
32.0,75.905655,75.49113,86.20545,68.0
32.0,75.61402,68.675026,122.94831,67.0
32.0,85.67382,78.080765,108.16003,66.0
32.0,68.425255,71.52802,87.04688,65.0
32.0,74.02285,73.44586,69.91548,64.0
32.0,64.950005,68.92663,87.00182,63.0
32.0,58.802147,65.6782,79.249245,62.0
32.0,62.972958,75.81002,96.97613,61.0
32.0,56.093594,64.985435,78.12664,60.0
32.0,53.743652,60.25551,103.25725,59.0
32.0,47.5409,59.274757,73.17,58.0
32.0,55.202682,69.55693,77.869774,57.0
32.0,52.1447,56.919773,96.39352,56.0
32.0,54.89399,56.87599,102.85243,55.0
32.0,44.042404,55.470387,67.34231,54.0
32.0,50.615395,55.3097,93.23862,53.0
32.0,40.108055,55.242092,86.020615,52.0
32.0,49.963787,54.76156,86.041985,51.0
32.0,35.1995,54.01117,71.05656,50.0
32.0,39.62586,51.8609,68.689,49.0
32.0,40.803635,54.538197,74.39595,48.0
33.0,65.265945,111.11804,183.38588,125.0
33.0,39.241627,112.26936,146.716,124.0
33.0,64.07708,107.66642,100.78354,123.0
33.0,64.12857,106.021835,133.08154,122.0
33.0,57.3312,104.849915,108.523315,121.0
33.0,60.81841,109.55791,146.21637,120.0
33.0,63.173485,128.64478,150.39746,119.0
33.0,58.96094,110.732414,136.25844,118.0
33.0,57.14356,95.74008,119.61573,117.0
33.0,50.474033,100.53969,121.39976,116.0
33.0,58.93229,115.228455,107.61005,115.0
33.0,55.87851,107.973236,139.48843,114.0
33.0,71.73938,91.46223,124.29459,113.0
33.0,52.51374,100.257835,97.45933,112.0
33.0,49.63998,96.32356,186.70103,111.0
33.0,72.449646,110.3384,117.788864,110.0
33.0,60.00322,109.32855,176.40604,109.0
33.0,66.043175,116.35336,138.01117,108.0
33.0,58.187984,107.74202,168.91052,107.0
33.0,54.10509,110.52386,156.97331,106.0
34.0,111.72139,165.4258,191.56248,179.0
34.0,107.96179,168.47159,221.4564,178.0
34.0,112.55609,170.60858,187.45213,177.0
34.0,115.68053,166.22098,224.81563,176.0
34.0,120.936646,172.30635,208.26472,175.0
34.0,113.55838,167.22873,195.14238,174.0
34.0,109.86802,172.01973,201.23798,173.0
34.0,107.62423,170.4126,188.74011,172.0
34.0,141.66574,164.86559,202.00313,171.0
34.0,118.27477,153.05171,206.23895,170.0
34.0,102.63012,158.45346,203.06992,169.0
34.0,96.28062,151.06673,186.02887,168.0
34.0,111.293976,166.34402,174.20076,167.0
34.0,112.19241,164.50531,213.48622,166.0
34.0,112.34616,161.31549,213.41756,165.0
34.0,109.41495,162.81741,195.54187,164.0
34.0,122.10667,164.83788,186.19157,163.0
34.0,107.89727,156.43472,171.29803,162.0
34.0,103.26679,162.78276,198.4259,161.0
34.0,111.643394,141.37457,208.29642,160.0
34.0,108.45085,151.16382,177.84018,159.0
34.0,117.81345,163.0183,199.36453,158.0
34.0,112.29888,149.6985,200.32953,157.0
34.0,112.550514,163.82866,205.90996,156.0
34.0,106.436035,147.06645,217.35674,155.0
34.0,108.61437,163.3342,218.15765,154.0
34.0,115.712616,154.50864,186.12915,153.0
34.0,110.16219,158.40205,212.37427,152.0
34.0,116.49292,161.40848,196.7776,151.0
34.0,110.45492,154.2817,193.24918,150.0
34.0,108.17294,149.16881,186.802,149.0
34.0,107.87943,147.24892,191.9644,148.0
34.0,105.63033,142.52892,203.12494,147.0
34.0,104.22494,143.85953,182.99037,146.0
34.0,108.04873,154.68747,189.81938,145.0
34.0,104.0293,160.81447,195.5038,144.0
34.0,111.43249,150.2947,189.69316,143.0
34.0,135.08736,160.46577,178.5321,142.0
34.0,103.16837,153.00648,180.8739,141.0
34.0,108.77921,157.83769,177.91573,140.0
34.0,102.244156,153.5358,176.19261,139.0
34.0,97.86194,155.95534,192.26776,138.0
34.0,124.79594,158.11304,205.78796,137.0
34.0,112.43625,154.6401,197.94847,136.0
34.0,115.95519,159.44086,201.16559,135.0
34.0,111.70061,162.01485,201.8395,134.0
34.0,106.16687,152.80656,201.6285,133.0
34.0,107.543274,156.37598,214.05424,132.0
34.0,113.80268,166.06891,207.19968,131.0
34.0,112.17377,147.76009,194.43376,130.0
34.0,97.05232,152.65929,186.22871,129.0
34.0,106.47885,152.90677,188.27637,128.0
34.0,104.64892,146.0449,192.84113,127.0
34.0,111.33808,164.15353,227.95717,126.0
34.0,111.16414,152.25548,188.4719,125.0
34.0,110.23737,159.85059,216.84918,124.0
34.0,104.839226,162.90202,214.4761,123.0
34.0,97.579025,163.1627,217.99936,122.0
34.0,97.438896,140.58054,210.30649,121.0
34.0,107.084045,151.33374,186.06308,120.0
34.0,101.56239,152.9369,213.08714,119.0
34.0,102.013885,142.06328,186.33179,118.0
34.0,95.776665,140.10826,187.12206,117.0
34.0,106.83509,143.99146,204.99634,116.0
34.0,92.17438,125.71326,207.35951,115.0
34.0,84.800705,121.42239,178.28416,114.0
34.0,96.891075,131.94815,193.05878,113.0
34.0,99.85278,120.93029,187.55028,112.0
34.0,100.77159,117.54831,185.26505,111.0
34.0,100.73731,132.57195,186.44276,110.0
34.0,96.99354,152.59665,208.12523,109.0
34.0,101.38601,127.40886,201.90639,108.0
34.0,94.17059,120.659325,176.22774,107.0
34.0,94.231,131.00305,184.9415,106.0
34.0,91.30535,123.47312,206.53957,105.0
34.0,88.82466,115.08126,209.53705,104.0
34.0,93.01707,122.91213,164.94598,103.0
34.0,95.7365,126.59813,153.09596,102.0
34.0,82.78934,116.37869,193.8923,101.0
34.0,94.411476,127.49363,210.16383,100.0
34.0,77.55347,103.15129,187.6716,99.0
34.0,82.33884,109.53011,182.05862,98.0
34.0,88.72587,109.97672,210.64769,97.0
34.0,94.12872,106.23246,188.91222,96.0
34.0,85.76274,101.289764,214.44238,95.0
34.0,78.23395,108.710724,225.99615,94.0
34.0,76.21598,106.2167,176.5154,93.0
34.0,80.6387,96.45235,191.62915,92.0
34.0,75.06441,97.00586,189.76006,91.0
34.0,82.17621,102.468094,178.02298,90.0
34.0,71.31718,98.90044,194.5855,89.0
34.0,84.38912,94.481316,239.7409,88.0
34.0,80.55757,114.21053,208.60042,87.0
34.0,85.35721,93.95246,189.76141,86.0
34.0,69.44161,98.915695,201.75317,85.0
34.0,86.13645,106.24346,214.68684,84.0
34.0,69.715904,95.05145,189.18886,83.0
34.0,81.5562,112.3804,200.75955,82.0
34.0,78.981674,102.58258,229.52434,81.0
34.0,65.5269,94.69228,210.70483,80.0
34.0,64.00484,105.64519,178.11443,79.0
34.0,60.284016,96.48156,197.53835,78.0
34.0,73.5199,89.69074,226.75986,77.0
34.0,73.93222,93.520775,181.27275,76.0
34.0,64.948524,95.87006,189.9254,75.0
34.0,62.467308,94.33366,174.91179,74.0
34.0,52.193146,98.34225,192.32533,73.0
34.0,67.705765,109.25465,195.13454,72.0
34.0,59.296635,120.82113,215.78564,71.0
34.0,57.853024,97.13752,212.98738,70.0
34.0,68.63519,112.416916,152.22229,69.0
34.0,69.51044,105.39796,194.32622,68.0
34.0,69.61014,92.741745,194.45189,67.0
34.0,59.314857,89.69332,164.87514,66.0
34.0,62.13657,113.45093,163.35324,65.0
34.0,56.54157,98.256226,166.24097,64.0
34.0,54.023045,95.14933,204.33337,63.0
34.0,57.102367,86.09822,183.0224,62.0
34.0,44.56406,84.1184,192.473,61.0
34.0,46.547325,88.88066,184.80731,60.0
34.0,48.148693,69.98281,175.67065,59.0
34.0,54.92705,83.84538,190.981,58.0
34.0,44.257076,76.11177,187.20528,57.0
34.0,37.017307,87.53252,134.35933,56.0
34.0,93.30042,84.647095,169.15277,55.0
34.0,43.981705,93.064514,174.00093,54.0
34.0,46.581135,87.32973,152.4069,53.0
34.0,47.708405,87.00956,169.17055,52.0
34.0,49.048286,64.90137,160.96509,51.0
34.0,46.87754,75.139565,141.19688,50.0
34.0,64.89297,71.525986,161.17528,49.0
34.0,52.862633,71.83941,153.7336,48.0
34.0,47.206497,54.40148,182.32904,47.0
34.0,57.83653,86.735054,145.48878,46.0
34.0,38.289783,73.369896,155.00334,45.0
34.0,50.612614,77.8926,155.27809,44.0
34.0,29.906025,73.88714,121.9791,43.0
34.0,50.573265,76.1759,136.53564,42.0
34.0,35.070435,60.532078,114.02544,41.0
34.0,30.704964,63.9653,132.67657,40.0
34.0,31.809914,60.478165,94.4992,39.0
34.0,15.3496,37.780537,101.162544,38.0
34.0,12.354704,26.99016,93.09551,37.0
34.0,22.935781,47.677296,109.96056,36.0
34.0,41.27139,60.401028,114.15758,35.0
34.0,26.26188,60.977257,122.44058,34.0
34.0,28.022196,66.9954,81.30894,33.0
34.0,31.34653,35.30004,105.60455,32.0
34.0,24.73823,46.446674,91.70512,31.0
34.0,22.74811,61.212486,121.68249,30.0
34.0,42.40619,58.033543,82.38067,29.0
34.0,22.599384,52.54779,74.10543,28.0
34.0,30.310251,44.85988,87.62955,27.0
34.0,22.870642,39.586475,70.27429,26.0
34.0,21.499031,31.363592,40.41354,25.0
34.0,16.751062,20.123966,51.739727,24.0
34.0,21.226902,25.765646,38.596245,23.0
34.0,5.349774,20.610456,44.117355,22.0
34.0,12.700293,10.227007,37.027023,21.0
34.0,11.329014,8.799574,47.06964,20.0
34.0,10.624377,18.360447,28.6082,19.0
34.0,5.6998143,10.9029665,29.21391,18.0
34.0,5.125905,15.349601,27.160986,17.0
34.0,15.098065,16.291067,26.364323,16.0
34.0,12.424061,25.66423,27.670294,15.0
34.0,15.252348,21.984604,47.319103,14.0
34.0,18.995708,12.152579,32.618248,13.0
34.0,13.535343,14.885136,23.589314,12.0
34.0,2.5962107,16.427547,30.069115,11.0
34.0,8.902421,13.024456,21.988348,10.0
34.0,-1.7021258,5.726045,16.989765,9.0
34.0,7.308315,6.712168,15.536011,8.0
34.0,7.978575,4.744069,14.310263,7.0
35.0,76.39607,126.874916,170.7227,178.0
35.0,77.35035,116.64367,171.29906,177.0
35.0,67.80391,120.24553,180.72247,176.0
35.0,71.16916,123.73204,166.75522,175.0
35.0,62.498055,105.401566,154.66136,174.0
35.0,62.96265,110.216385,137.42049,173.0
35.0,71.2677,108.63004,188.8315,172.0
35.0,67.53049,119.55205,174.78822,171.0
35.0,65.32447,123.30427,148.03693,170.0
35.0,58.63168,117.96374,134.96957,169.0
35.0,61.414795,105.296165,100.07716,168.0
35.0,76.69829,125.3985,168.65001,167.0
35.0,78.29214,114.52346,151.59093,166.0
35.0,73.26192,108.12979,122.4622,165.0
35.0,68.92827,107.25148,132.84023,164.0
35.0,55.04404,109.04158,117.35771,163.0
35.0,61.992367,78.42734,129.63995,162.0
35.0,69.34877,111.05045,157.27751,161.0
35.0,68.469185,115.149796,167.55797,160.0
35.0,85.42028,144.29828,167.70448,159.0
35.0,73.1379,122.35836,193.04495,158.0
35.0,67.063805,120.39052,164.01312,157.0
35.0,75.165375,101.07946,143.28876,156.0
35.0,53.196545,97.526375,141.84885,155.0
35.0,60.38803,111.75253,164.69661,154.0
35.0,59.992134,97.96535,149.68327,153.0
35.0,50.034878,92.99396,145.58495,152.0
35.0,68.13631,90.419464,97.71904,151.0
35.0,69.99479,92.24424,136.66367,150.0
35.0,59.72563,113.95475,148.52905,149.0
35.0,64.74522,115.89569,147.89752,148.0
35.0,72.73682,121.42292,113.72978,147.0
35.0,69.77762,119.705696,153.70676,146.0
35.0,65.34552,135.43532,152.63266,145.0
35.0,75.72587,120.49515,166.29697,144.0
35.0,71.65396,122.68017,177.94748,143.0
35.0,87.9955,130.85226,183.67488,142.0
35.0,68.0385,137.47772,179.73236,141.0
35.0,69.56229,126.84839,199.16325,140.0
35.0,75.7652,112.3284,158.9959,139.0
35.0,67.6285,122.11856,165.85332,138.0
35.0,65.03776,117.66764,157.40317,137.0
35.0,68.1328,130.9304,199.22716,136.0
35.0,71.83369,123.32421,162.23878,135.0
35.0,77.904305,127.68126,183.25566,134.0
35.0,63.17153,131.27013,190.88371,133.0
35.0,72.549324,120.333435,186.33575,132.0
35.0,72.42908,129.68277,150.87033,131.0
35.0,74.75688,121.13035,173.4553,130.0
35.0,70.40311,123.62709,160.68047,129.0
35.0,70.80911,113.67232,180.54504,128.0
35.0,71.53297,118.482216,163.96333,127.0
35.0,60.35885,124.01515,157.3457,126.0
35.0,68.339485,116.56899,180.92581,125.0
35.0,57.36587,117.17819,156.10974,124.0
35.0,83.23962,111.48529,119.30605,123.0
